FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,Population2010,ACCESS2_CrudePrev,BPHIGH_CrudePrev,HIGHCHOL_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Cluster,Priority_Category
20091,KS,Johnson,119671.0,94139.0,-21.335,21.991,17.299,15613.0,13179.0,-15.592,2.869,2.422,1228.0,1286.0,4.685,0.577,0.604,1216.0,0.571,33307.0,25919.0,-22.0,6.121,4.763,11299.0,9492.0,-15.987,2.076,1.744,82630.0,15.184,3545.0,0.651,5125.0,0.942,3725.0,0.684,367.0,0.067,45.0,0.008,3830.0,0.704,3886.0,10.4,25.799999999999997,31.9,7.65,8.9,26.7,2.05,0,Low
20173,KS,Sedgwick,145051.0,135647.0,-6.483,29.105,27.218,46907.0,52736.0,12.427,9.412,10.582,3072.0,3615.0,17.681,1.587,1.868,7502.0,3.877,40002.0,36882.0,-7.0,8.026,7.401,15400.0,13555.0,-11.978,3.09,2.72,104146.0,20.897,12487.0,2.505,16010.0,3.213,5434.0,1.09,1711.0,0.343,122.0,0.024,11750.0,2.358,3189.5,18.05,33.75,35.1,11.55,14.3,33.75,3.2,1,Medium
20177,KS,Shawnee,47826.0,43337.0,-9.386,26.878,24.355,17258.0,16893.0,-2.118,9.699,9.494,1377.0,1475.0,7.17,1.896,2.032,2383.0,3.281,12916.0,11776.0,-8.0,7.259,6.618,5946.0,5473.0,-7.957,3.341,3.075,33828.0,19.011,4313.0,2.424,6561.0,3.687,317.0,0.178,629.0,0.353,27.0,0.015,4227.0,2.375,3376.5,14.6,36.1,35.85,11.15,12.399999999999999,36.3,3.3,2,High
20209,KS,Wyandotte,48751.0,41855.0,-14.146,30.952,26.573,21360.0,21637.0,1.296,13.561,13.737,1680.0,1732.0,3.082,2.877,2.965,3163.0,5.415,13516.0,11640.0,-13.0,8.581,7.39,5907.0,5115.0,-13.398,3.75,3.248,20023.0,12.712,16224.0,10.301,6146.0,3.902,789.0,0.501,291.0,0.184,49.0,0.031,4480.0,2.844,2270.0,26.9,37.849999999999994,34.45,13.75,15.649999999999999,41.0,3.9,1,High
21067,KY,Fayette,45676.0,46942.0,2.772,15.441,15.869,17379.0,20002.0,15.09,5.875,6.762,1899.0,2482.0,30.749,1.543,2.017,3200.0,2.601,10164.0,10272.0,2.0,3.436,3.472,3947.0,3994.0,1.195,1.334,1.35,32398.0,10.952,10155.0,3.433,3496.0,1.182,916.0,0.31,140.0,0.047,25.0,0.008,3310.0,1.119,3637.0,8.6,33.1,33.05,9.4,14.05,29.0,2.7,2,Medium
21111,KY,Jefferson,131567.0,119489.0,-9.18,17.753,16.123,33849.0,32353.0,-4.42,4.567,4.365,3231.0,2759.0,-14.616,1.045,0.892,4932.0,1.595,32649.0,29003.0,-11.0,4.405,3.914,17039.0,16620.0,-2.458,2.299,2.243,91862.0,12.395,20793.0,2.806,4626.0,0.624,2202.0,0.297,256.0,0.035,51.0,0.007,4327.0,0.584,3099.5,9.05,38.1,35.3,11.0,14.8,32.75,3.4,2,Low
22015,LA,Bossier,29630.0,26315.0,-11.189,25.329,22.495,8074.0,9276.0,14.893,6.901,7.929,1262.0,1006.0,-20.324,2.791,2.224,989.0,2.186,8035.0,7348.0,-8.0,6.868,6.281,3070.0,2593.0,-15.528,2.624,2.216,19084.0,16.313,5248.0,4.486,1726.0,1.475,447.0,0.382,146.0,0.125,36.0,0.03,1356.0,1.159,381.0,18.2,35.3,34.1,11.2,19.4,32.9,3.7,1,Low
22017,LA,Caddo,84386.0,82926.0,-1.73,33.096,32.524,36535.0,36054.0,-1.316,14.329,14.14,5353.0,4900.0,-8.455,5.24,4.797,6257.0,6.125,20919.0,20535.0,-1.0,8.204,8.054,11906.0,11575.0,-2.78,4.669,4.54,35184.0,13.799,44526.0,17.463,2010.0,0.788,968.0,0.38,315.0,0.123,34.0,0.013,1901.0,0.745,3106.5,15.399999999999999,43.55,35.95,14.0,17.4,41.15,4.6,1,High
22019,LA,Calcasieu,42273.0,42023.0,-0.593,21.929,21.799,15226.0,17919.0,17.683,7.898,9.295,1944.0,1488.0,-23.49,2.627,2.01,2716.0,3.67,11400.0,11183.0,-1.0,5.913,5.801,4269.0,4415.0,3.412,2.215,2.29,24493.0,12.706,15674.0,8.131,917.0,0.475,405.0,0.21,182.0,0.094,11.0,0.006,1259.0,0.653,3248.0,14.8,40.6,36.55,13.4,18.1,37.1,4.25,1,Medium
22033,LA,East Baton Rouge,124310.0,115503.0,-7.084,28.241,26.24,50459.0,47221.0,-6.418,11.463,10.728,4569.0,3434.0,-24.852,2.655,1.995,6823.0,3.965,30131.0,28106.0,-6.0,6.845,6.385,12180.0,10615.0,-12.849,2.767,2.412,49656.0,11.281,58747.0,13.346,4213.0,0.957,3637.0,0.826,298.0,0.068,22.0,0.005,3145.0,0.714,3453.0,14.95,39.7,36.349999999999994,11.7,17.85,37.8,3.6500000000000004,1,Medium
22051,LA,Jefferson,52282.0,51624.0,-1.257,12.087,11.935,18866.0,20525.0,8.79,4.362,4.745,1519.0,1429.0,-5.947,0.895,0.842,3017.0,1.778,13845.0,13057.0,-5.0,3.201,3.019,5211.0,5649.0,8.408,1.205,1.306,27981.0,6.469,18750.0,4.335,5459.0,1.262,1682.0,0.389,285.0,0.066,17.0,0.004,2911.0,0.673,3820.5,15.1,36.150000000000006,36.349999999999994,12.0,14.649999999999999,34.75,3.3499999999999996,2,Low
22055,LA,Lafayette,57407.0,50787.0,-11.532,25.908,22.92,20414.0,15485.0,-24.148,9.213,6.988,2118.0,1661.0,-21.559,2.433,1.908,2201.0,2.529,15538.0,14294.0,-8.0,7.012,6.451,5143.0,4067.0,-20.924,2.321,1.835,36648.0,16.539,11600.0,5.235,2275.0,1.027,734.0,0.331,170.0,0.076,19.0,0.008,1619.0,0.73,3438.5,12.3,32.099999999999994,34.25,9.45,15.6,30.05,2.95,2,Medium
22071,LA,Orleans,87618.0,57761.0,-34.076,25.483,16.799,41472.0,30438.0,-26.607,12.062,8.852,4284.0,3293.0,-23.123,3.013,2.316,5543.0,3.899,22738.0,15603.0,-31.0,6.613,4.538,8531.0,5972.0,-29.992,2.481,1.737,7900.0,2.297,47179.0,13.721,1686.0,0.49,1118.0,0.325,135.0,0.039,18.0,0.005,1415.0,0.411,1728.0,15.5,41.0,33.8,14.05,16.4,38.25,4.2,1,Low
23005,ME,Cumberland,61016.0,59727.0,-2.112,21.662,21.204,12680.0,12680.0,-0.004,4.502,4.501,2390.0,2473.0,3.452,2.037,2.107,2272.0,1.936,13551.0,13348.0,-1.0,4.811,4.739,9648.0,9516.0,-1.37,3.425,3.378,55903.0,19.846,1039.0,0.369,932.0,0.331,1345.0,0.477,166.0,0.059,13.0,0.004,1264.0,0.449,3355.0,12.649999999999999,25.85,30.4,7.0,12.649999999999999,23.1,2.4,0,Medium
24510,MD,Baltimore,20616.0,13718.0,-33.461,3.32,2.209,7608.0,5507.0,-27.613,1.225,0.887,1951.0,1213.0,-37.817,0.781,0.485,1460.0,0.584,4883.0,3359.0,-31.0,0.786,0.541,2369.0,1418.0,-40.176,0.381,0.228,7620.0,1.227,4930.0,0.794,601.0,0.097,360.0,0.058,69.0,0.011,3.0,0.0,738.0,0.119,2937.0,13.4,38.7,31.6,13.0,16.3,41.6,4.2,2,Low
25005,MA,Bristol,170346.0,158762.0,-6.801,31.069,28.956,24808.0,24685.0,-0.496,4.525,4.502,2684.0,3091.0,15.193,1.26,1.451,4653.0,2.184,38483.0,35766.0,-7.0,7.019,6.523,22918.0,21608.0,-5.719,4.18,3.941,148595.0,27.102,3124.0,0.57,3427.0,0.625,2772.0,0.505,228.0,0.041,52.0,0.009,3994.0,0.728,2885.0,11.8,32.4,35.3,11.0,17.85,33.349999999999994,3.7,2,Low
25009,MA,Essex,238893.0,222644.0,-6.802,32.145,29.959,33547.0,32798.0,-2.233,4.514,4.413,4710.0,4349.0,-7.678,1.647,1.521,5508.0,1.926,55729.0,52063.0,-6.0,7.499,7.006,34498.0,32049.0,-7.098,4.642,4.312,202791.0,27.288,3820.0,0.514,12854.0,1.73,6806.0,0.916,403.0,0.054,43.0,0.006,8785.0,1.182,4022.5,19.9,29.45,32.75,11.7,15.95,32.6,2.95,2,Low
25013,MA,Hampden,120696.0,103310.0,-14.405,26.041,22.289,24614.0,22864.0,-7.113,5.311,4.933,3503.0,3279.0,-6.4,1.947,1.822,4359.0,2.422,25627.0,21605.0,-15.0,5.529,4.661,19833.0,17453.0,-11.997,4.279,3.766,92397.0,19.935,4399.0,0.949,7643.0,1.649,1992.0,0.43,196.0,0.042,27.0,0.006,4302.0,0.928,4036.0,14.9,33.4,33.8,12.3,17.2,35.1,3.9,2,Low
25017,MA,Middlesex,402118.0,373154.0,-7.203,26.753,24.826,43682.0,44993.0,3.003,2.906,2.993,6954.0,6318.0,-9.14,1.197,1.088,6169.0,1.062,98143.0,92397.0,-5.0,6.529,6.147,53709.0,50146.0,-6.633,3.573,3.336,328931.0,21.884,6990.0,0.465,12603.0,0.838,24894.0,1.656,456.0,0.03,87.0,0.006,11798.0,0.785,4129.0,6.3,24.7,28.0,6.8,11.2,22.2,2.2,0,Low
25021,MA,Norfolk,232760.0,212623.0,-8.651,34.696,31.695,24485.0,23325.0,-4.736,3.65,3.477,4647.0,4001.0,-13.892,1.801,1.551,3923.0,1.521,58912.0,54878.0,-6.0,8.782,8.18,32396.0,29006.0,-10.463,4.829,4.324,187883.0,28.007,8768.0,1.307,6096.0,0.909,10076.0,1.502,289.0,0.043,26.0,0.004,5584.0,0.832,4738.0,7.300000000000001,28.200000000000003,32.95,9.15,11.8,22.9,2.45,0,Medium
25023,MA,Plymouth,222808.0,202027.0,-9.327,45.019,40.82,30178.0,28828.0,-4.474,6.097,5.825,3943.0,3288.0,-16.629,2.177,1.815,4975.0,2.746,54984.0,49853.0,-9.0,11.11,10.073,31264.0,28189.0,-9.835,6.317,5.696,190704.0,38.532,3638.0,0.735,3062.0,0.619,1853.0,0.374,438.0,0.088,48.0,0.01,5349.0,1.081,4308.0,12.0,32.6,33.6,11.3,16.4,34.4,3.6,1,Low
25025,MA,Suffolk,20451.0,5421.0,-73.494,2.832,0.751,5075.0,1528.0,-69.904,0.703,0.212,1469.0,430.0,-70.756,0.502,0.147,370.0,0.126,3997.0,1044.0,-73.0,0.554,0.145,3268.0,841.0,-74.28,0.453,0.116,3950.0,0.547,715.0,0.099,722.0,0.1,257.0,0.036,14.0,0.002,3.0,0.0,485.0,0.067,3400.0,9.3,24.1,30.0,8.5,13.6,23.6,2.5,0,Low
25027,MA,Worcester,244034.0,226511.0,-7.18,30.559,28.365,37561.0,40091.0,6.736,4.704,5.02,6422.0,6106.0,-4.912,2.119,2.015,7648.0,2.523,57982.0,53789.0,-7.0,7.261,6.736,33073.0,30417.0,-8.033,4.142,3.809,205302.0,25.709,5436.0,0.681,11099.0,1.39,7907.0,0.99,389.0,0.049,51.0,0.006,7429.0,0.93,3920.0,10.35,29.2,31.25,9.2,15.149999999999999,29.6,2.9,2,Low
26045,MI,Eaton,21807.0,28955.0,32.78,20.236,26.87,5770.0,9936.0,72.207,5.354,9.22,931.0,1190.0,27.797,2.14,2.735,2158.0,4.961,5286.0,7328.0,39.0,4.905,6.8,2977.0,3700.0,24.283,2.762,3.433,23485.0,21.793,3429.0,3.182,1638.0,1.52,556.0,0.515,132.0,0.122,5.0,0.004,1351.0,1.253,2364.0,13.100000000000001,32.9,28.7,10.75,15.399999999999999,39.1,3.05,1,Low
26049,MI,Genesee,127083.0,134364.0,5.73,29.846,31.556,38127.0,46742.0,22.595,8.954,10.977,3050.0,4264.0,39.794,1.802,2.52,10392.0,6.141,32406.0,33777.0,5.0,7.611,7.933,17258.0,18343.0,6.283,4.053,4.308,104371.0,24.512,23426.0,5.502,3882.0,0.912,1848.0,0.434,653.0,0.153,22.0,0.005,4048.0,0.951,2583.0,17.4,45.3,35.9,17.4,20.0,49.9,5.6,1,Medium
26065,MI,Ingham,92267.0,82008.0,-11.119,32.847,29.195,37756.0,31637.0,-16.205,13.441,11.263,3443.0,2777.0,-19.36,3.097,2.498,5315.0,4.781,21595.0,19102.0,-11.0,7.688,6.8,8716.0,7943.0,-8.866,3.103,2.828,60227.0,21.441,11315.0,4.028,5944.0,2.116,4887.0,1.74,417.0,0.148,30.0,0.01,5136.0,1.828,3063.5,13.65,32.650000000000006,32.5,11.05,16.85,34.5,3.3499999999999996,1,Medium
26077,MI,Kalamazoo,64961.0,66913.0,3.005,25.95,26.73,22109.0,23236.0,5.1,8.832,9.282,2053.0,1728.0,-15.838,2.04,1.717,3629.0,3.607,15531.0,15395.0,-0.0,6.204,6.15,7078.0,7594.0,7.288,2.827,3.034,57183.0,22.843,4552.0,1.818,2180.0,0.87,2144.0,0.856,260.0,0.104,36.0,0.014,2741.0,1.095,3326.0,12.2,31.3,33.4,9.6,16.9,31.4,3.1,2,High
26081,MI,Kent,134218.0,127046.0,-5.343,22.272,21.082,31573.0,31843.0,0.855,5.239,5.284,3266.0,3276.0,0.298,1.437,1.442,5052.0,2.223,34617.0,32370.0,-6.0,5.744,5.371,16415.0,16023.0,-2.392,2.724,2.659,112269.0,18.63,5909.0,0.981,5868.0,0.974,3404.0,0.565,472.0,0.078,43.0,0.007,4951.0,0.822,3715.5,12.0,29.25,29.5,9.149999999999999,14.850000000000001,32.65,3.1,2,Low
26099,MI,Macomb,195210.0,190311.0,-2.509,23.212,22.63,37652.0,43408.0,15.288,4.477,5.162,3426.0,3982.0,16.205,1.033,1.2,7472.0,2.253,46996.0,47203.0,1.0,5.588,5.613,25227.0,23684.0,-6.119,3.0,2.816,169798.0,20.191,11141.0,1.325,4102.0,0.488,4440.0,0.528,533.0,0.063,56.0,0.007,4345.0,0.517,3741.5,11.149999999999999,35.05,35.849999999999994,11.0,14.7,32.95,3.5,2,Low
26125,MI,Oakland,360771.0,360095.0,-0.187,30.005,29.949,55267.0,62638.0,13.338,4.596,5.21,4412.0,5400.0,22.397,0.912,1.116,9760.0,2.018,89263.0,89188.0,-0.0,7.424,7.418,46524.0,46944.0,0.904,3.869,3.904,300792.0,25.017,27427.0,2.281,10788.0,0.897,21623.0,1.798,850.0,0.071,56.0,0.005,9349.0,0.778,3569.0,7.7,30.2,35.6,9.1,10.4,24.4,2.7,0,High
26161,MI,Washtenaw,88437.0,80355.0,-9.139,25.649,23.305,23610.0,20808.0,-11.867,6.848,6.035,2877.0,2164.0,-24.764,2.096,1.577,3806.0,2.774,20369.0,19922.0,-2.0,5.908,5.778,7962.0,7646.0,-3.958,2.309,2.218,53861.0,15.621,15477.0,4.489,3594.0,1.042,6457.0,1.873,295.0,0.085,32.0,0.009,4235.0,1.228,3045.0,6.9,22.7,28.8,6.6,10.8,26.1,2.0,0,High
26163,MI,Wayne,274017.0,252051.0,-8.016,15.051,13.845,73386.0,78849.0,7.445,4.031,4.331,7744.0,7755.0,0.143,1.102,1.103,16168.0,2.301,66510.0,62457.0,-6.0,3.653,3.431,34754.0,31506.0,-9.347,1.909,1.731,171769.0,9.435,61821.0,3.396,8904.0,0.489,9045.0,0.497,961.0,0.053,74.0,0.004,8385.0,0.461,2570.0,17.4,46.3,35.5,17.4,18.9,44.349999999999994,5.7,1,Low
27053,MN,Hennepin,341807.0,306812.0,-10.238,29.66,26.623,58395.0,55424.0,-5.088,5.067,4.809,6886.0,6437.0,-6.529,1.447,1.352,7819.0,1.643,85046.0,75358.0,-11.0,7.38,6.539,40470.0,38065.0,-5.943,3.512,3.303,247647.0,21.489,26023.0,2.258,11628.0,1.009,18880.0,1.638,1353.0,0.117,96.0,0.008,12816.0,1.112,3499.0,11.3,23.1,26.6,6.7,10.4,25.1,2.3,0,High
27109,MN,Olmsted,31005.0,28176.0,-9.123,21.494,19.533,5474.0,4366.0,-20.234,3.794,3.027,632.0,750.0,18.639,1.106,1.313,672.0,1.176,8092.0,7470.0,-7.0,5.609,5.178,3884.0,3321.0,-14.494,2.692,2.302,24696.0,17.12,837.0,0.58,966.0,0.669,1687.0,1.169,36.0,0.025,14.0,0.009,908.0,0.629,3464.0,9.2,24.1,29.1,7.6,10.0,30.1,2.3,0,Medium
27123,MN,Ramsey,124481.0,111305.0,-10.585,24.473,21.883,29696.0,27065.0,-8.86,5.838,5.321,3378.0,3039.0,-10.047,1.666,1.499,3175.0,1.566,28873.0,24479.0,-15.0,5.676,4.813,16332.0,15046.0,-7.874,3.211,2.958,88403.0,17.38,7107.0,1.397,5115.0,1.006,10141.0,1.994,546.0,0.107,40.0,0.008,5070.0,0.997,3655.0,12.6,24.3,27.0,8.4,12.7,28.6,2.8,0,High
27137,MN,St. Louis,54578.0,51286.0,-6.031,27.258,25.614,18177.0,17265.0,-5.019,9.078,8.622,2853.0,2917.0,2.253,3.364,3.44,3032.0,3.576,11023.0,10459.0,-5.0,5.505,5.223,8786.0,8253.0,-6.072,4.388,4.122,47211.0,23.579,868.0,0.434,737.0,0.368,415.0,0.207,1341.0,0.669,23.0,0.011,1430.0,0.714,1917.0,11.1,26.4,27.6,7.8,12.3,28.1,2.8,2,High
28047,MS,Harrison,77396.0,67158.0,-13.228,41.365,35.893,30448.0,29539.0,-2.984,16.273,15.787,1683.0,1746.0,3.702,2.355,2.442,5163.0,7.223,19696.0,16758.0,-14.0,10.526,8.956,8816.0,7686.0,-12.825,4.712,4.107,43401.0,23.196,18474.0,9.873,3535.0,1.889,1768.0,0.945,339.0,0.181,88.0,0.047,3092.0,1.652,3363.5,19.35,38.45,36.9,11.55,15.25,35.35,3.55,1,High
28049,MS,Hinds,67858.0,64740.0,-4.595,27.665,26.394,27327.0,30609.0,12.007,11.141,12.479,2948.0,2025.0,-31.31,3.226,2.216,4764.0,5.214,18591.0,17733.0,-4.0,7.579,7.229,7714.0,7170.0,-7.05,3.145,2.923,14991.0,6.112,48518.0,19.78,793.0,0.323,312.0,0.127,106.0,0.043,5.0,0.002,811.0,0.33,3253.5,23.9,43.0,34.3,14.7,18.3,41.650000000000006,4.65,1,High
28089,MS,Madison,19996.0,19395.0,-3.004,21.003,20.372,5673.0,5070.0,-10.628,5.958,5.325,572.0,685.0,19.868,1.595,1.911,747.0,2.084,5540.0,5449.0,-1.0,5.819,5.723,2264.0,2236.0,-1.242,2.377,2.348,12608.0,13.243,6112.0,6.419,235.0,0.246,465.0,0.488,30.0,0.031,7.0,0.007,176.0,0.184,622.0,20.4,17.3,11.1,3.0,18.2,30.7,0.9,0,High
29019,MO,Boone,52314.0,41553.0,-20.569,32.165,25.549,18896.0,13664.0,-27.688,11.618,8.401,1204.0,629.0,-47.79,1.879,0.981,1480.0,2.31,10988.0,9977.0,-9.0,6.756,6.134,4088.0,3647.0,-10.783,2.513,2.242,33145.0,20.379,4931.0,3.031,1249.0,0.768,1632.0,1.003,148.0,0.091,28.0,0.017,1673.0,1.028,4404.5,14.149999999999999,24.65,28.45,7.45,14.25,28.0,2.4,0,High
29021,MO,Buchanan,18718.0,20493.0,9.487,20.983,22.974,6031.0,6065.0,0.566,6.76,6.799,758.0,758.0,-0.079,2.195,2.194,1264.0,3.662,4219.0,4686.0,12.0,4.729,5.253,2790.0,3060.0,9.67,3.127,3.43,18534.0,20.777,889.0,0.997,1105.0,1.238,231.0,0.258,78.0,0.087,17.0,0.019,746.0,0.836,2894.5,16.4,31.049999999999997,33.95,10.45,15.8,34.650000000000006,3.5,2,Medium
29037,MO,Cass,32186.0,30128.0,-6.393,32.354,30.286,7831.0,8915.0,13.841,7.872,8.962,662.0,645.0,-2.529,1.78,1.735,1365.0,3.673,8847.0,8350.0,-5.0,8.893,8.393,4210.0,3848.0,-8.586,4.231,3.868,27177.0,27.319,1143.0,1.148,1730.0,1.738,198.0,0.198,179.0,0.18,25.0,0.025,1409.0,1.416,197.0,12.6,28.5,32.9,8.5,12.8,33.3,2.5,2,High
29047,MO,Clay,64191.0,61802.0,-3.722,28.923,27.846,13190.0,14376.0,8.993,5.943,6.477,1131.0,922.0,-18.524,1.297,1.056,2157.0,2.472,17572.0,17111.0,-2.0,7.917,7.71,6159.0,5963.0,-3.182,2.775,2.686,54662.0,24.629,2711.0,1.221,3475.0,1.565,1324.0,0.596,307.0,0.138,123.0,0.055,2678.0,1.207,5004.0,14.3,28.6,33.6,9.0,13.3,36.5,2.8,2,Medium
29077,MO,Greene,56142.0,49775.0,-11.341,20.402,18.088,16242.0,18049.0,11.121,5.902,6.559,1254.0,1631.0,30.16,1.097,1.428,2420.0,2.118,13300.0,11648.0,-12.0,4.833,4.233,7711.0,6760.0,-12.34,2.802,2.456,45189.0,16.422,1683.0,0.611,1659.0,0.603,706.0,0.256,355.0,0.129,42.0,0.015,1802.0,0.655,3241.0,15.65,31.05,35.1,10.149999999999999,15.35,30.950000000000003,3.5,2,Medium
29095,MO,Jackson,160188.0,150014.0,-6.351,23.761,22.252,44535.0,48996.0,10.017,6.606,7.268,3812.0,4216.0,10.598,1.387,1.534,7398.0,2.692,42131.0,39451.0,-6.0,6.249,5.852,17869.0,16827.0,-5.836,2.651,2.496,106946.0,15.864,31102.0,4.613,10786.0,1.6,2187.0,0.324,653.0,0.097,338.0,0.05,8791.0,1.304,2966.0,17.1,32.2,34.3,11.1,15.1,33.0,3.8,2,Medium
29165,MO,Platte,31211.0,31203.0,-0.027,34.942,34.932,5414.0,5811.0,7.346,6.06,6.506,464.0,743.0,60.162,1.284,2.057,702.0,1.944,7684.0,7959.0,4.0,8.603,8.91,3382.0,3125.0,-7.605,3.786,3.498,26656.0,29.842,2041.0,2.285,1785.0,1.998,904.0,1.012,176.0,0.196,149.0,0.166,1279.0,1.431,2973.0,12.0,26.65,31.55,8.45,12.0,30.45,2.55,2,Medium
29183,MO,St. Charles,140645.0,136449.0,-2.984,39.015,37.851,18049.0,19516.0,8.125,5.007,5.414,1775.0,2164.0,21.975,1.321,1.612,2323.0,1.729,37593.0,36123.0,-3.0,10.428,10.021,14840.0,14685.0,-1.047,4.117,4.074,123896.0,34.369,5427.0,1.505,3136.0,0.87,3534.0,0.98,272.0,0.075,55.0,0.015,3267.0,0.906,4525.0,12.2,24.85,31.1,7.199999999999999,12.350000000000001,29.9,2.1500000000000004,0,High
29510,MO,St. Louis,32483.0,19196.0,-40.904,10.173,6.012,14924.0,10630.0,-28.777,4.674,3.329,2663.0,2121.0,-20.362,1.874,1.493,2310.0,1.625,6411.0,4336.0,-32.0,2.008,1.358,3621.0,2534.0,-30.026,1.134,0.794,4887.0,1.531,13564.0,4.248,420.0,0.131,191.0,0.06,32.0,0.01,4.0,0.001,520.0,0.163,2903.5,20.15,34.150000000000006,33.6,12.0,15.850000000000001,37.9,4.1,2,Low
30063,MT,Missoula,30019.0,24203.0,-19.373,27.464,22.144,8642.0,7224.0,-16.404,7.906,6.609,617.0,577.0,-6.473,1.343,1.256,1018.0,2.216,6873.0,5470.0,-20.0,6.288,5.004,3545.0,2842.0,-19.852,3.243,2.599,22732.0,20.798,75.0,0.068,580.0,0.53,221.0,0.202,502.0,0.459,20.0,0.018,655.0,0.599,4911.0,10.5,23.25,27.049999999999997,6.25,12.25,22.700000000000003,2.4,0,High
30111,MT,Yellowstone,39295.0,37947.0,-3.43,26.556,25.645,9824.0,10192.0,3.744,6.639,6.888,578.0,602.0,4.07,0.953,0.991,1314.0,2.165,9809.0,9586.0,-2.0,6.629,6.478,5441.0,5237.0,-3.751,3.676,3.539,35019.0,23.666,159.0,0.107,1405.0,0.949,245.0,0.165,1245.0,0.841,15.0,0.01,1267.0,0.856,3968.0,11.8,25.6,29.7,7.4,12.3,25.8,2.9,0,High
31055,NE,Douglas,74231.0,57724.0,-22.238,14.355,11.163,18328.0,16141.0,-11.931,3.544,3.121,2042.0,1222.0,-40.175,1.009,0.603,1792.0,0.885,20074.0,15473.0,-22.0,3.882,2.992,8844.0,6567.0,-25.746,1.71,1.27,47573.0,9.2,5571.0,1.077,4177.0,0.808,1036.0,0.2,346.0,0.067,36.0,0.007,3165.0,0.612,2708.0,13.6,30.4,32.4,9.4,11.4,31.0,2.8,0,Medium
31109,NE,Lancaster,38275.0,29063.0,-24.068,13.41,10.183,9045.0,7930.0,-12.329,3.169,2.778,408.0,413.0,1.199,0.36,0.364,622.0,0.549,10204.0,6552.0,-35.0,3.575,2.296,3423.0,3261.0,-4.709,1.199,1.143,25762.0,9.026,1125.0,0.394,1438.0,0.504,738.0,0.258,229.0,0.08,20.0,0.007,1192.0,0.418,3497.0,13.0,24.9,29.7,8.2,11.0,29.6,2.4,0,Low
32003,NV,Clark,165475.0,206182.0,24.6,8.48,10.567,39572.0,74962.0,89.433,2.028,3.842,3972.0,5482.0,38.032,0.555,0.766,8337.0,1.165,40680.0,51368.0,27.0,2.085,2.633,19838.0,23027.0,16.074,1.017,1.18,130789.0,6.703,22801.0,1.168,55413.0,2.84,13555.0,0.695,1867.0,0.096,1166.0,0.06,36007.0,1.845,3880.0,15.3,30.4,31.5,10.1,13.3,26.4,2.9,0,Medium
32031,NV,Washoe,86359.0,99885.0,15.662,20.493,23.703,22028.0,32683.0,48.373,5.227,7.755,1493.0,1905.0,27.641,0.913,1.165,2685.0,1.642,20658.0,23376.0,14.0,4.902,5.547,10099.0,11234.0,11.238,2.396,2.666,80079.0,19.003,1988.0,0.472,17206.0,4.083,4854.0,1.152,1927.0,0.457,497.0,0.118,10542.0,2.501,3667.5,14.350000000000001,28.05,33.1,7.9,13.75,23.200000000000003,2.7,2,High
33011,NH,Hillsborough,114666.0,135074.0,17.798,28.615,33.708,13782.0,22077.0,60.193,3.439,5.509,2211.0,2712.0,22.63,1.422,1.744,2945.0,1.894,27512.0,31845.0,16.0,6.866,7.947,13692.0,16228.0,18.519,3.417,4.05,123640.0,30.854,2142.0,0.534,4408.0,1.1,5217.0,1.302,251.0,0.062,29.0,0.007,3798.0,0.948,4010.0,11.2,28.7,31.3,9.2,13.2,30.3,2.8,2,Medium
34007,NJ,Camden,141226.0,110012.0,-22.102,27.494,21.417,25467.0,23759.0,-6.705,4.958,4.625,3263.0,2844.0,-12.848,1.709,1.489,2791.0,1.461,33982.0,26289.0,-22.0,6.616,5.118,18855.0,14893.0,-21.015,3.671,2.899,82368.0,16.036,17220.0,3.352,7095.0,1.381,5025.0,0.978,221.0,0.043,40.0,0.008,5141.0,1.001,4456.0,28.3,40.7,32.2,18.1,20.1,44.5,4.8,1,Low
