FIPS,State,County,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,Population2010,ACCESS2_CrudePrev,BPHIGH_CrudePrev,HIGHCHOL_CrudePrev,DIABETES_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev,Cluster,Priority_Category
42003,PA,Allegheny,351584.0,312480.0,-11.122,28.739,25.543,78771.0,69657.0,-11.571,6.439,5.694,13814.0,11793.0,-14.629,2.587,2.209,12174.0,2.28,75348.0,68151.0,-9.0,6.159,5.571,60185.0,53614.0,-10.918,4.92,4.383,275514.0,22.521,24259.0,1.983,3786.0,0.309,6915.0,0.565,350.0,0.029,59.0,0.005,5385.0,0.44,2256.0,9.1,31.6,32.2,9.4,13.6,29.8,3.1,2,Medium
42011,PA,Berks,63317.0,66149.0,4.471,15.389,16.077,12073.0,14236.0,17.92,2.934,3.46,2025.0,2176.0,7.464,1.311,1.409,1712.0,1.109,14357.0,15722.0,10.0,3.489,3.821,10265.0,9560.0,-6.87,2.495,2.323,60784.0,14.773,1997.0,0.485,3830.0,0.931,933.0,0.227,110.0,0.027,9.0,0.002,2318.0,0.563,3224.0,25.6,32.2,33.0,14.3,20.2,44.3,4.2,1,Low
42049,PA,Erie,73861.0,75117.0,1.702,26.325,26.773,19617.0,24320.0,23.977,6.992,8.668,3170.0,4537.0,43.15,2.87,4.109,4721.0,4.275,15913.0,16312.0,3.0,5.672,5.814,11130.0,10807.0,-2.901,3.967,3.852,66717.0,23.779,5018.0,1.788,2236.0,0.797,953.0,0.339,136.0,0.048,21.0,0.007,2275.0,0.811,3131.5,12.2,32.4,35.1,11.75,18.4,36.75,3.95,1,Low
42069,PA,Lackawanna,24221.0,27069.0,11.76,11.295,12.623,6302.0,8327.0,32.119,2.939,3.883,1645.0,1542.0,-6.247,1.885,1.768,1329.0,1.523,5273.0,5747.0,9.0,2.459,2.68,4330.0,4844.0,11.871,2.019,2.259,25650.0,11.961,402.0,0.187,987.0,0.46,331.0,0.154,37.0,0.017,2.0,0.001,649.0,0.303,2681.0,11.3,34.1,35.5,11.7,16.3,35.3,3.8,2,Low
42077,PA,Lehigh,91342.0,87228.0,-4.504,26.135,24.958,15719.0,15673.0,-0.289,4.497,4.484,1827.0,2010.0,10.056,1.363,1.5,1980.0,1.477,21895.0,20663.0,-5.0,6.265,5.912,12745.0,12320.0,-3.333,3.646,3.525,78338.0,22.414,2275.0,0.651,5873.0,1.68,2913.0,0.833,123.0,0.035,35.0,0.01,3547.0,1.015,4083.0,17.9,31.4,32.6,12.8,16.9,38.5,3.7,2,Low
42095,PA,Northampton,70519.0,68027.0,-3.534,23.685,22.848,13154.0,13084.0,-0.531,4.418,4.394,2054.0,2013.0,-2.03,1.808,1.772,1495.0,1.316,15944.0,15630.0,-1.0,5.355,5.25,11522.0,10907.0,-5.337,3.87,3.663,61057.0,20.507,2560.0,0.86,5304.0,1.781,1389.0,0.466,104.0,0.035,21.0,0.007,2899.0,0.973,3777.0,11.0,31.7,31.8,10.1,15.5,32.1,3.0,2,Low
42101,PA,Philadelphia,13015.0,18435.0,41.647,0.853,1.208,3293.0,7121.0,116.266,0.216,0.467,672.0,649.0,-3.473,0.112,0.108,407.0,0.068,2446.0,2407.0,-1.0,0.16,0.158,2786.0,3373.0,21.075,0.183,0.221,12335.0,0.808,4135.0,0.271,1291.0,0.085,849.0,0.056,26.0,0.002,8.0,0.0,1084.0,0.071,3944.5,12.7,33.3,31.8,12.8,16.0,32.95,3.8,0,Low
44003,RI,Kent,53507.0,46715.0,-12.693,32.202,28.115,9442.0,8819.0,-6.596,5.682,5.307,1017.0,1014.0,-0.265,1.481,1.477,1782.0,2.595,11564.0,10217.0,-11.0,6.96,6.149,7818.0,6644.0,-15.024,4.705,3.998,43881.0,26.409,541.0,0.325,1320.0,0.794,934.0,0.562,123.0,0.073,14.0,0.008,1225.0,0.737,3937.0,7.9,34.1,32.3,9.0,14.5,31.1,2.9,2,Low
44007,RI,Providence,124418.0,96382.0,-22.534,19.854,15.38,28918.0,20061.0,-30.63,4.615,3.201,4648.0,2904.0,-37.523,1.923,1.201,3826.0,1.583,25358.0,19212.0,-24.0,4.046,3.066,19233.0,15463.0,-19.605,3.069,2.467,87539.0,13.969,2746.0,0.438,4412.0,0.704,2117.0,0.338,209.0,0.033,29.0,0.005,3744.0,0.597,4138.0,13.6,31.9,30.5,10.1,17.0,32.5,3.1,2,Low
45015,SC,Berkeley,40370.0,42840.0,6.116,22.7,24.088,13070.0,16633.0,27.26,7.349,9.352,1676.0,1501.0,-10.452,2.562,2.294,2132.0,3.259,10424.0,10808.0,4.0,5.861,6.077,3933.0,3888.0,-1.142,2.211,2.186,28446.0,15.995,10611.0,5.966,2972.0,1.671,832.0,0.467,299.0,0.168,40.0,0.022,2613.0,1.469,2030.0,11.1,24.6,30.7,6.8,12.5,29.8,1.7,0,High
45019,SC,Charleston,64106.0,67781.0,5.733,18.305,19.354,19746.0,23483.0,18.925,5.638,6.705,3261.0,3059.0,-6.181,2.259,2.12,3226.0,2.235,14727.0,15247.0,4.0,4.205,4.353,7364.0,7811.0,6.08,2.102,2.23,40905.0,11.68,22529.0,6.433,3619.0,1.033,1019.0,0.291,220.0,0.063,50.0,0.014,3060.0,0.874,2889.0,13.1,32.2,31.2,10.0,13.3,29.1,2.9,2,Medium
45035,SC,Dorchester,26712.0,26156.0,-2.083,19.561,19.154,6831.0,7796.0,14.129,5.002,5.709,1187.0,1116.0,-6.016,2.361,2.219,1089.0,2.166,7464.0,7120.0,-4.0,5.465,5.214,2432.0,2537.0,4.319,1.781,1.858,19716.0,14.438,4824.0,3.532,1116.0,0.817,394.0,0.288,153.0,0.112,27.0,0.019,1044.0,0.764,3109.0,12.3,29.0,30.5,8.2,12.3,30.7,2.1,2,Medium
45063,SC,Lexington,60873.0,63722.0,4.68,23.199,24.285,16473.0,20079.0,21.896,6.278,7.652,2134.0,2484.0,16.396,2.077,2.417,2925.0,2.847,14962.0,15417.0,4.0,5.702,5.875,7262.0,7736.0,6.526,2.767,2.948,50847.0,19.378,8358.0,3.185,4009.0,1.528,1010.0,0.385,258.0,0.098,23.0,0.009,3229.0,1.23,275.0,13.75,28.35,25.9,7.550000000000001,13.3,33.2,1.9,2,High
45079,SC,Richland,103363.0,102672.0,-0.669,26.882,26.702,34999.0,40449.0,15.572,9.102,10.52,2707.0,2755.0,1.786,1.864,1.897,4929.0,3.394,24940.0,24401.0,-2.0,6.486,6.346,9880.0,9833.0,-0.475,2.569,2.557,42952.0,11.171,52155.0,13.564,5653.0,1.47,2292.0,0.596,383.0,0.1,117.0,0.03,4775.0,1.242,2002.0,16.35,31.1,30.0,8.95,14.95,32.349999999999994,2.5,2,High
45091,SC,York,51932.0,49946.0,-3.825,22.971,22.093,13556.0,16004.0,18.059,5.996,7.079,1982.0,2262.0,14.115,2.308,2.633,2676.0,3.115,13641.0,12894.0,-5.0,6.034,5.703,6371.0,6262.0,-1.712,2.818,2.77,34037.0,15.056,13212.0,5.844,2022.0,0.894,623.0,0.276,281.0,0.124,17.0,0.007,1778.0,0.786,2932.5,16.65,35.75,33.25,9.85,14.45,32.4,2.95,2,Medium
46083,SD,Lincoln,5344.0,4050.0,-24.217,11.92,9.033,945.0,613.0,-35.082,2.106,1.367,323.0,191.0,-41.096,1.938,1.142,33.0,0.195,1578.0,1250.0,-20.0,3.518,2.788,360.0,247.0,-31.49,0.803,0.55,3803.0,8.483,51.0,0.112,61.0,0.136,70.0,0.154,27.0,0.058,1.0,0.0,102.0,0.225,6507.0,7.9,23.8,24.6,6.2,8.1,31.0,1.8,0,Low
46099,SD,Minnehaha,33775.0,31297.0,-7.337,19.93,18.468,8184.0,7666.0,-6.336,4.829,4.523,609.0,636.0,4.329,0.908,0.948,1036.0,1.545,8833.0,8232.0,-6.0,5.212,4.857,3375.0,3010.0,-10.811,1.991,1.776,27780.0,16.392,1007.0,0.594,1258.0,0.742,505.0,0.297,798.0,0.47,23.0,0.013,1188.0,0.701,3791.0,11.8,28.15,26.65,8.4,11.1,31.05,2.6500000000000004,0,High
46103,SD,Pennington,30385.0,28975.0,-4.641,30.099,28.702,8206.0,8366.0,1.944,8.129,8.287,686.0,653.0,-4.795,1.662,1.582,1074.0,2.601,7521.0,7457.0,-0.0,7.45,7.387,4761.0,4031.0,-15.334,4.715,3.992,25163.0,24.926,280.0,0.277,1041.0,1.031,255.0,0.253,1995.0,1.976,21.0,0.02,1263.0,1.251,3522.0,11.4,32.5,29.1,9.4,11.1,34.1,3.0,2,High
47037,TN,Davidson,153981.0,137326.0,-10.816,24.571,21.913,51560.0,46010.0,-10.765,8.227,7.342,4006.0,2376.0,-40.682,1.543,0.916,7121.0,2.744,34114.0,30194.0,-11.0,5.444,4.818,17487.0,15944.0,-8.826,2.79,2.544,86944.0,13.874,39063.0,6.233,9599.0,1.532,3465.0,0.553,394.0,0.063,65.0,0.01,7398.0,1.18,3828.5,17.299999999999997,33.849999999999994,32.2,10.4,14.25,31.4,2.9,2,Medium
47065,TN,Hamilton,127478.0,138477.0,8.628,37.888,41.157,41438.0,46488.0,12.189,12.315,13.817,4829.0,4556.0,-5.656,3.533,3.333,8294.0,6.067,28639.0,31844.0,12.0,8.512,9.464,17763.0,20379.0,14.724,5.279,6.057,97519.0,28.983,34318.0,10.2,4574.0,1.359,2161.0,0.642,403.0,0.12,69.0,0.02,4009.0,1.191,3288.5,17.700000000000003,38.85,36.8,12.55,14.95,31.4,3.6500000000000004,1,High
47093,TN,Knox,166362.0,157840.0,-5.123,38.489,36.518,48651.0,49169.0,1.064,11.256,11.376,3938.0,4114.0,4.469,2.222,2.321,7646.0,4.313,39228.0,37961.0,-3.0,9.076,8.783,19014.0,19445.0,2.265,4.399,4.499,133501.0,30.887,15390.0,3.56,5559.0,1.286,2955.0,0.683,451.0,0.104,129.0,0.03,5417.0,1.253,2909.5,16.6,33.7,34.6,10.1,15.3,30.75,3.2,1,Medium
47125,TN,Montgomery,62105.0,57592.0,-7.266,36.038,33.419,21661.0,21356.0,-1.408,12.569,12.392,1367.0,1439.0,5.254,2.146,2.259,2789.0,4.38,17702.0,16886.0,-4.0,10.272,9.798,4510.0,4056.0,-10.061,2.616,2.353,38700.0,22.457,12653.0,7.342,5079.0,2.947,1309.0,0.76,312.0,0.181,246.0,0.142,4375.0,2.538,3145.0,18.450000000000003,31.75,30.9,10.149999999999999,15.75,33.2,2.7,1,High
47149,TN,Rutherford,61981.0,65081.0,5.002,23.602,24.783,16408.0,20893.0,27.336,6.248,7.956,864.0,1001.0,15.838,0.898,1.04,2564.0,2.664,17630.0,18652.0,6.0,6.713,7.102,4023.0,4487.0,11.543,1.532,1.709,48595.0,18.505,9228.0,3.514,5803.0,2.21,2111.0,0.804,206.0,0.078,32.0,0.012,4912.0,1.87,4453.0,15.5,27.7,29.1,8.1,13.5,32.8,2.2,2,High
47157,TN,Shelby,254098.0,273257.0,7.54,27.392,29.457,81711.0,104910.0,28.392,8.808,11.309,6645.0,7932.0,19.363,1.893,2.26,19438.0,5.538,70509.0,75746.0,8.0,7.601,8.165,23112.0,25967.0,12.352,2.491,2.799,115148.0,12.413,137561.0,14.829,15409.0,1.661,6887.0,0.742,676.0,0.073,134.0,0.014,12853.0,1.386,3538.0,24.45,41.05,33.55,15.05,17.0,42.0,4.7,1,Medium
48027,TX,Bell,118670.0,103121.0,-13.102,38.251,33.239,40939.0,39621.0,-3.218,13.196,12.771,2071.0,2100.0,1.431,1.815,1.841,4125.0,3.617,35032.0,30143.0,-13.0,11.292,9.716,8994.0,7921.0,-11.934,2.899,2.553,61542.0,19.837,23525.0,7.583,23304.0,7.512,2956.0,0.953,834.0,0.269,962.0,0.31,13305.0,4.288,4292.0,23.8,28.7,29.1,9.5,15.2,36.5,2.3,2,High
48029,TX,Bexar,537898.0,451602.0,-16.043,31.368,26.336,198949.0,182903.0,-8.066,11.602,10.666,16335.0,13709.0,-16.078,2.682,2.251,23586.0,3.873,140473.0,116521.0,-17.0,8.192,6.795,54017.0,45247.0,-16.235,3.15,2.639,325519.0,18.983,40151.0,2.341,254483.0,14.841,10812.0,0.63,3731.0,0.218,715.0,0.042,70678.0,4.122,4387.0,29.9,33.5,33.5,12.6,13.5,34.5,3.0,1,Medium
48039,TX,Brazoria,82488.0,69648.0,-15.566,26.34,22.24,20795.0,21469.0,3.237,6.64,6.855,1651.0,1555.0,-5.855,1.549,1.458,2325.0,2.181,23096.0,19444.0,-15.0,7.375,6.209,8010.0,7037.0,-12.152,2.558,2.247,48751.0,15.567,8028.0,2.563,23296.0,7.439,2505.0,0.8,387.0,0.123,19.0,0.006,9960.0,3.18,7439.0,16.7,27.75,29.950000000000003,8.3,11.0,30.85,1.95,0,High
48041,TX,Brazos,66010.0,52559.0,-20.378,33.877,26.974,35256.0,24228.0,-31.281,18.093,12.434,1853.0,1082.0,-41.637,2.582,1.507,1475.0,2.056,13801.0,9008.0,-34.0,7.083,4.623,3605.0,2780.0,-22.898,1.85,1.426,39503.0,20.273,4996.0,2.564,11487.0,5.895,2968.0,1.523,211.0,0.108,22.0,0.011,4861.0,2.495,4335.0,20.9,21.7,26.7,7.25,15.75,26.0,1.95,0,High
48061,TX,Cameron,112246.0,100016.0,-10.896,27.632,24.621,66441.0,57540.0,-13.397,16.356,14.165,3796.0,2720.0,-28.34,3.172,2.273,7793.0,6.514,35910.0,31708.0,-11.0,8.84,7.805,13673.0,12956.0,-5.241,3.366,3.189,87820.0,21.619,494.0,0.121,83140.0,20.467,718.0,0.177,435.0,0.107,36.0,0.009,10515.0,2.588,3288.5,45.95,35.0,36.0,18.35,16.3,42.05,3.8,1,High
48071,TX,Chambers,6360.0,6742.0,6.01,18.12,19.209,1382.0,1811.0,31.084,3.935,5.158,279.0,210.0,-24.845,2.33,1.751,108.0,0.901,1730.0,1851.0,7.0,4.927,5.271,610.0,646.0,6.013,1.735,1.84,5224.0,14.883,447.0,1.271,1527.0,4.349,36.0,0.101,62.0,0.176,2.0,0.004,974.0,2.775,4116.0,18.5,32.4,34.2,10.3,13.2,34.8,2.7,2,Low
48085,TX,Collin,116559.0,99231.0,-14.866,14.899,12.684,16498.0,17628.0,6.847,2.109,2.253,1847.0,1626.0,-11.954,0.651,0.573,1267.0,0.446,34567.0,29404.0,-14.0,4.418,3.758,8231.0,7064.0,-14.178,1.052,0.903,68767.0,8.79,8410.0,1.075,13852.0,1.771,13478.0,1.723,586.0,0.075,31.0,0.004,7962.0,1.018,4220.0,13.25,26.799999999999997,30.25,7.8,10.05,27.9,1.9,0,Low
48113,TX,Dallas,473274.0,393662.0,-16.822,19.985,16.623,189191.0,165056.0,-12.757,7.989,6.97,12395.0,10307.0,-16.847,1.448,1.204,21294.0,2.488,132965.0,108979.0,-18.0,5.615,4.602,39328.0,31320.0,-20.362,1.661,1.323,187563.0,7.92,123767.0,5.226,127581.0,5.387,19166.0,0.809,2621.0,0.111,221.0,0.009,60326.0,2.547,4054.0,28.05,31.8,33.75,11.55,14.649999999999999,34.0,3.0,2,Medium
48121,TX,Denton,143218.0,123080.0,-14.061,21.614,18.575,29362.0,28808.0,-1.885,4.431,4.348,1782.0,1722.0,-3.409,0.742,0.716,2694.0,1.121,41487.0,34646.0,-16.0,6.261,5.229,10296.0,9255.0,-10.111,1.554,1.397,97492.0,14.713,8122.0,1.226,23811.0,3.593,5523.0,0.834,1028.0,0.155,89.0,0.013,10828.0,1.634,3700.0,17.7,27.3,29.4,8.1,12.2,29.6,2.0,0,Medium
48135,TX,Ector,30948.0,28119.0,-9.143,22.568,20.505,11506.0,8773.0,-23.751,8.39,6.397,679.0,736.0,8.451,1.393,1.511,1327.0,2.725,9239.0,8257.0,-10.0,6.737,6.021,2865.0,2584.0,-9.786,2.089,1.884,22681.0,16.539,508.0,0.37,13635.0,9.943,166.0,0.121,286.0,0.208,12.0,0.008,4468.0,3.258,4666.0,28.4,31.5,33.4,11.1,14.1,35.1,2.9,2,Medium
48141,TX,El Paso,179138.0,143527.0,-19.879,22.374,17.926,96345.0,76656.0,-20.436,12.033,9.574,3836.0,3138.0,-18.197,1.495,1.223,10557.0,4.115,55053.0,42865.0,-22.0,6.876,5.354,15349.0,12865.0,-16.181,1.917,1.607,119394.0,14.912,4724.0,0.59,113400.0,14.163,1616.0,0.202,1170.0,0.146,187.0,0.023,16438.0,2.053,4811.0,34.6,32.2,32.8,14.9,13.6,36.0,3.2,1,Medium
48157,TX,Fort Bend,177770.0,148760.0,-16.319,30.368,25.413,45592.0,41296.0,-9.423,7.788,7.055,2210.0,2155.0,-2.479,1.179,1.15,4593.0,2.451,52683.0,43505.0,-17.0,9.0,7.432,12799.0,11079.0,-13.434,2.186,1.893,69808.0,11.925,34015.0,5.811,41068.0,7.016,25568.0,4.368,588.0,0.1,48.0,0.008,18735.0,3.2,3681.0,17.3,32.3,32.9,10.8,10.3,28.5,2.6,2,Medium
48167,TX,Galveston,101777.0,90964.0,-10.624,34.938,31.226,26172.0,22767.0,-13.012,8.984,7.815,1893.0,1565.0,-17.334,1.737,1.436,2891.0,2.653,26036.0,23667.0,-9.0,8.937,8.124,11441.0,10056.0,-12.104,3.927,3.452,68831.0,23.628,11514.0,3.952,15694.0,5.387,3180.0,1.091,510.0,0.175,38.0,0.013,6893.0,2.366,7041.0,15.7,28.6,31.7,8.8,11.9,32.0,2.2,2,High
48183,TX,Gregg,29653.0,27061.0,-8.742,24.359,22.23,10988.0,12593.0,14.601,9.026,10.344,1395.0,1159.0,-16.925,3.045,2.53,1652.0,3.607,7942.0,7501.0,-5.0,6.524,6.161,3781.0,3415.0,-9.685,3.106,2.805,17140.0,14.08,6475.0,5.319,4232.0,3.476,226.0,0.186,139.0,0.114,6.0,0.004,3078.0,2.528,4420.0,22.1,37.6,34.9,11.8,15.6,36.0,3.7,1,Medium
48201,TX,Harris,886069.0,740268.0,-16.455,21.651,18.089,292542.0,259480.0,-11.302,7.148,6.34,13908.0,12878.0,-7.402,0.969,0.897,29462.0,2.053,260309.0,219003.0,-15.0,6.361,5.351,67342.0,58164.0,-13.629,1.645,1.421,413149.0,10.095,167914.0,4.103,263441.0,6.437,40102.0,0.98,4715.0,0.115,691.0,0.017,113700.0,2.778,3789.5,30.9,29.8,34.849999999999994,11.6,14.2,34.6,2.9,2,Medium
48203,TX,Harrison,11560.0,8989.0,-22.241,17.613,13.696,4346.0,2920.0,-32.814,6.621,4.448,758.0,576.0,-24.08,3.09,2.346,418.0,1.701,2780.0,2337.0,-15.0,4.235,3.56,1603.0,1212.0,-24.42,2.442,1.846,6752.0,10.286,1463.0,2.228,893.0,1.359,81.0,0.123,57.0,0.087,6.0,0.008,633.0,0.963,934.0,19.4,34.7,36.2,10.75,14.25,34.9,3.3,2,Low
48215,TX,Hidalgo,330466.0,269111.0,-18.566,42.653,34.734,205711.0,164641.0,-19.965,26.551,21.25,6565.0,5283.0,-19.532,3.032,2.44,23853.0,11.019,115759.0,96117.0,-16.0,14.941,12.406,29668.0,22327.0,-24.744,3.829,2.882,242937.0,31.356,1490.0,0.192,246275.0,31.787,1741.0,0.225,750.0,0.097,28.0,0.004,22167.0,2.861,5178.0,40.4,31.7,31.35,14.7,14.9,43.150000000000006,3.0,1,High
48245,TX,Jefferson,72992.0,58384.0,-20.014,28.933,23.143,26720.0,20102.0,-24.769,10.591,7.968,2843.0,2243.0,-21.117,3.042,2.4,3684.0,3.942,16890.0,12398.0,-26.0,6.695,4.914,8537.0,7119.0,-16.613,3.384,2.822,32263.0,12.789,19264.0,7.636,8067.0,3.197,2023.0,0.802,260.0,0.103,23.0,0.009,4552.0,1.804,3127.5,24.35,39.6,33.95,13.6,14.2,39.15,3.6,1,Low
48253,TX,Jones,4417.0,4325.0,-2.097,21.863,21.405,1609.0,1768.0,9.877,7.962,8.748,285.0,194.0,-32.214,4.721,3.2,143.0,2.357,1058.0,1042.0,-1.0,5.237,5.154,750.0,737.0,-1.738,3.71,3.646,3709.0,18.359,169.0,0.834,841.0,4.162,9.0,0.04,27.0,0.132,0.0,0.0,413.0,2.04,2569.5,26.8,33.5,32.2,10.15,13.25,36.2,2.7,2,High
48257,TX,Kaufman,8744.0,8666.0,-0.892,8.46,8.385,4352.0,4134.0,-5.017,4.211,3.999,856.0,713.0,-16.717,2.448,2.038,428.0,1.224,2429.0,2417.0,-0.0,2.35,2.338,1018.0,982.0,-3.531,0.985,0.95,5459.0,5.282,1833.0,1.773,2338.0,2.262,43.0,0.041,73.0,0.07,1.0,0.001,1259.0,1.218,65.0,13.2,34.9,38.1,10.2,11.9,32.1,2.7,2,Low
48303,TX,Lubbock,58501.0,43816.0,-25.103,20.981,15.714,27046.0,22738.0,-15.929,9.7,8.154,1768.0,1742.0,-1.461,1.671,1.646,3115.0,2.944,15677.0,11793.0,-24.0,5.622,4.229,6146.0,4288.0,-30.239,2.204,1.538,30134.0,10.807,5306.0,1.903,18816.0,6.748,624.0,0.224,364.0,0.13,22.0,0.008,7369.0,2.643,3372.0,22.95,31.05,32.55,9.95,14.6,32.2,2.9,2,High
48309,TX,McLennan,66739.0,91766.0,37.499,28.411,39.065,29368.0,47390.0,61.368,12.502,20.174,2786.0,3643.0,30.774,3.206,4.192,6205.0,7.14,16873.0,21717.0,29.0,7.183,9.245,9648.0,10456.0,8.374,4.107,4.451,57549.0,24.499,18783.0,7.996,23465.0,9.989,1625.0,0.692,592.0,0.252,33.0,0.014,13186.0,5.613,3653.0,27.0,36.3,34.9,13.5,16.9,37.0,3.6,1,High
48329,TX,Midland,40560.0,37532.0,-7.465,29.633,27.421,13641.0,9949.0,-27.069,9.966,7.268,628.0,782.0,24.587,1.233,1.537,1132.0,2.226,11531.0,10793.0,-6.0,8.424,7.885,4506.0,3772.0,-16.298,3.292,2.755,28844.0,21.074,2222.0,1.623,15742.0,11.501,456.0,0.333,271.0,0.198,12.0,0.008,5731.0,4.187,4576.0,21.3,31.8,33.1,9.8,12.7,31.7,2.7,2,Medium
48339,TX,Montgomery,100453.0,94270.0,-6.155,22.041,20.685,27430.0,26685.0,-2.716,6.018,5.855,2467.0,2509.0,1.734,1.517,1.544,2283.0,1.404,26916.0,25502.0,-5.0,5.906,5.595,12061.0,11531.0,-4.389,2.646,2.53,81111.0,17.797,2358.0,0.517,18725.0,4.109,1552.0,0.34,714.0,0.157,44.0,0.01,8494.0,1.864,2023.5,20.1,31.3,30.75,8.75,12.75,30.65,2.8,2,Medium
48355,TX,Nueces,119086.0,110862.0,-6.906,35.002,32.585,40725.0,35706.0,-12.323,11.97,10.495,3706.0,3386.0,-8.65,2.975,2.717,5915.0,4.747,30471.0,28518.0,-6.0,8.956,8.382,13303.0,12332.0,-7.3,3.91,3.625,90781.0,26.683,4822.0,1.417,57629.0,16.938,2914.0,0.856,658.0,0.193,109.0,0.032,11580.0,3.404,4265.0,28.049999999999997,34.5,34.849999999999994,13.55,13.2,34.05,3.1,1,Medium
48375,TX,Potter,37057.0,25359.0,-31.568,30.606,20.944,19531.0,12565.0,-35.669,16.131,10.377,1324.0,674.0,-49.092,3.083,1.569,1453.0,3.383,10543.0,7290.0,-30.0,8.708,6.021,3358.0,2310.0,-31.233,2.774,1.907,15805.0,13.053,2915.0,2.407,7780.0,6.426,2557.0,2.112,197.0,0.162,25.0,0.02,3863.0,3.19,3230.0,29.549999999999997,35.15,35.1,12.65,16.55,36.55,3.55,1,Medium
48381,TX,Randall,25615.0,14800.0,-42.222,21.218,12.259,5739.0,4376.0,-23.755,4.753,3.624,450.0,296.0,-34.134,0.936,0.617,546.0,1.137,6899.0,3981.0,-42.0,5.715,3.297,2602.0,1465.0,-43.713,2.155,1.213,13172.0,10.91,285.0,0.236,2568.0,2.127,108.0,0.089,106.0,0.088,5.0,0.004,1126.0,0.932,3962.0,17.0,32.4,35.2,9.9,12.2,33.1,2.8,2,Low
48423,TX,Smith,42370.0,34982.0,-17.438,20.204,16.681,14349.0,13697.0,-4.54,6.842,6.531,2132.0,1849.0,-13.279,2.696,2.338,1457.0,1.842,11229.0,9314.0,-17.0,5.354,4.441,6305.0,4955.0,-21.409,3.006,2.363,24051.0,11.468,6138.0,2.927,7149.0,3.409,465.0,0.221,222.0,0.106,26.0,0.012,4083.0,1.947,3637.0,22.6,34.9,33.7,10.9,14.8,33.3,3.2,2,Medium
48439,TX,Tarrant,503754.0,463703.0,-7.95,27.847,25.633,146038.0,145322.0,-0.49,8.073,8.033,8742.0,8385.0,-4.092,1.33,1.276,18033.0,2.744,139852.0,128701.0,-7.0,7.731,7.114,45366.0,42650.0,-5.987,2.508,2.358,306948.0,16.968,78282.0,4.327,101047.0,5.586,23548.0,1.302,2857.0,0.158,939.0,0.052,51131.0,2.826,4336.0,22.5,32.95,34.55,10.95,13.7,34.6,2.9,2,High
48441,TX,Taylor,37889.0,36823.0,-2.815,28.811,28.0,16179.0,16207.0,0.175,12.302,12.324,992.0,993.0,0.155,1.955,1.958,2165.0,4.267,10482.0,10164.0,-3.0,7.97,7.729,4490.0,4297.0,-4.315,3.414,3.267,27794.0,21.135,3538.0,2.69,9039.0,6.873,664.0,0.504,302.0,0.23,40.0,0.03,4486.0,3.411,2899.0,23.6,35.0,35.8,11.5,15.5,33.7,3.5,1,High
48451,TX,Tom Green,33805.0,44740.0,32.349,30.669,40.589,13173.0,18302.0,38.94,11.95,16.604,664.0,995.0,49.955,1.567,2.349,2127.0,5.023,8106.0,10442.0,29.0,7.353,9.473,4817.0,5487.0,13.922,4.369,4.978,36631.0,33.233,1796.0,1.629,15578.0,14.132,493.0,0.447,381.0,0.345,51.0,0.045,5391.0,4.89,4300.0,23.9,32.3,34.25,11.149999999999999,13.5,34.65,2.95,1,High
48453,TX,Travis,296491.0,268245.0,-9.527,28.947,26.189,81837.0,73666.0,-9.985,7.99,7.192,5507.0,4794.0,-12.951,1.362,1.185,8253.0,2.04,79903.0,72978.0,-8.0,7.801,7.125,23048.0,20867.0,-9.463,2.25,2.037,186916.0,18.249,24054.0,2.348,79018.0,7.715,18602.0,1.816,1979.0,0.193,214.0,0.021,36483.0,3.562,3830.0,18.1,22.9,28.6,7.5,11.5,24.7,1.9,0,High
48479,TX,Webb,44798.0,56256.0,25.577,17.897,22.475,22111.0,31821.0,43.917,8.833,12.713,663.0,885.0,33.421,0.988,1.318,4241.0,6.319,16788.0,20945.0,25.0,6.707,8.368,2187.0,2968.0,35.738,0.873,1.186,49486.0,19.77,242.0,0.096,53922.0,21.542,359.0,0.143,218.0,0.087,9.0,0.003,5944.0,2.374,3799.0,47.0,32.9,34.8,16.0,17.0,44.9,3.2,1,High
